tvil_hotel_id,room_name,room_id,free_rooms,all_rooms,room_capacity,price,url
1435824,"Стандартный одноместный номер:  Номер, 1-местный, 1-комнатный",1438243,,0,1,,https://tvil.ru/city/irkutsk/hotels/1435824/
1435824,"Двухместный стандартный номер:  Номер, Стандарт, 2-местный, 1-комнатный",1438364,,0,2,,https://tvil.ru/city/irkutsk/hotels/1435824/
1435824,"Одноместный номер ""Бизнес"":  Номер, 1-местный, 1-комнатный",1438456,,0,1,,https://tvil.ru/city/irkutsk/hotels/1435824/
1435824,"Двухместный номер ""Бизнес"" twin:  Номер, 2-местный, 1-комнатный",1438604,,0,2,,https://tvil.ru/city/irkutsk/hotels/1435824/
1435824,"Двухместный номер ""Бизнес"" dbl:  Номер, 2-местный, 1-комнатный",1438660,,0,2,,https://tvil.ru/city/irkutsk/hotels/1435824/
1435824,"Джуниор Сюит:  Номер, Семейный, 2-местный, 2-комнатный",1438703,1,0,2,8100,https://tvil.ru/city/irkutsk/hotels/1435824/
1435824,"Люкс:  Номер, Люкс, 2-местный, 3-комнатный",1438739,,0,2,,https://tvil.ru/city/irkutsk/hotels/1435824/
906031,"Стандарт одноместный:  Номер, Стандарт, 1-местный, 1-комнатный",906055,2,9,1,5103,https://tvil.ru/city/irkutsk/hotels/906031/
906031,"Комфорт одноместный:  Номер, Стандарт, 1-местный, 1-комнатный",907207,1,0,1,5292,https://tvil.ru/city/irkutsk/hotels/906031/
906031,"Стандарт двухместный:  Номер, Стандарт, 2-местный, 1-комнатный",907230,,0,2,,https://tvil.ru/city/irkutsk/hotels/906031/
906031,"Комфорт двухместный:  Номер, 2-местный, 1-комнатный",907232,2,9,2,5796,https://tvil.ru/city/irkutsk/hotels/906031/
906031,"Полулюкс:  Номер, Полулюкс, 3-местный (2 основных + 1 доп), 1-комнатный",907248,,0,3,,https://tvil.ru/city/irkutsk/hotels/906031/
906031,"Полулюкс (Реновация 2025) на 4 этаже:  Номер, Полулюкс, 3-местный (2 основных + 1 доп), 1-комнатный",2023204,1,0,3,7119,https://tvil.ru/city/irkutsk/hotels/906031/
1265180,"Стандартный номер:  Номер, Стандарт, 1-местный, 1-комнатный",1265276,,0,1,,https://tvil.ru/city/irkutsk/hotels/1265180/
1265180,"Двухместный номер :  Номер, Стандарт, 3-местный (2 основных + 1 доп), 1-комнатный",1265731,2,22,3,7900,https://tvil.ru/city/irkutsk/hotels/1265180/
1265180,"Улучшенный номер:  Номер, Стандарт, 2-местный, 1-комнатный",1265929,2,21,2,7900,https://tvil.ru/city/irkutsk/hotels/1265180/
1265180,"Полулюкс:  Номер, Полулюкс, 3-местный (2 основных + 1 доп), 1-комнатный",1266058,1,0,3,12900,https://tvil.ru/city/irkutsk/hotels/1265180/
1265180,"Люкс:  Номер, Люкс, 3-местный (2 основных + 1 доп), 2-комнатный",1266100,1,0,3,17900,https://tvil.ru/city/irkutsk/hotels/1265180/
1265180,,1350861,,0,,,https://tvil.ru/city/irkutsk/hotels/1265180/
1296851,"Одноместный :  Номер, Стандарт, 1-местный, 1-комнатный",1297123,2,23,1,4600,https://tvil.ru/city/irkutsk/hotels/1296851/
1296851,"Двухместный:  Номер, Стандарт, 2-местный, 1-комнатный",1297175,2,18,2,4800,https://tvil.ru/city/irkutsk/hotels/1296851/
1296851,"Комфорт:  Номер, Семейный, 3-местный (2 основных + 1 доп), 2-комнатный",1297212,2,11,3,6100,https://tvil.ru/city/irkutsk/hotels/1296851/
1296851,"Делюкс:  Номер, Полулюкс, 3-местный (2 основных + 1 доп), 2-комнатный",1297274,2,4,3,7100,https://tvil.ru/city/irkutsk/hotels/1296851/
1296851,"Люкс:  Номер, Люкс, 3-местный (2 основных + 1 доп)",1745231,1,0,3,7900,https://tvil.ru/city/irkutsk/hotels/1296851/
1328740,"DBL Номер  :  Номер, Стандарт, 2-местный, 1-комнатный",1328757,2,16,2,5000,https://tvil.ru/city/irkutsk/hotels/1328740/
1328740,"TRPL (номер с тремя односпальными кроватями):  Номер, Эконом, 1-местный, 1-комнатный",1328776,2,3,1,6000,https://tvil.ru/city/irkutsk/hotels/1328740/
1328740,"Семейный:  Номер, Стандарт, 3-местный, 1-комнатный",1328807,2,3,3,6000,https://tvil.ru/city/irkutsk/hotels/1328740/
1845315,"Aпартaмeнты ""Poскошная бирюза"" :  Квартира, 4-местный (2 основных + 2 доп), 2-комнатный",1845316,,0,4,,https://tvil.ru/city/irkutsk/hotels/1845315/
1845315,"Aпартaмeнты ""Мягкое золото"" :  Квартира, 4-местный (2 основных + 2 доп), 2-комнатный",1846448,,0,4,,https://tvil.ru/city/irkutsk/hotels/1845315/
1845315,"Апартаменты ""Красное вино"" :  Квартира, 4-местный (2 основных + 2 доп)",1846465,,0,4,,https://tvil.ru/city/irkutsk/hotels/1845315/
1845315,"Апартаменты ""Бордо"" :  Квартира, 4-местный (2 основных + 2 доп), 2-комнатный",1846496,,0,4,,https://tvil.ru/city/irkutsk/hotels/1845315/
1845315,"Апартаменты ""Балерина"":  Квартира, 6-местный (4 основных + 2 доп), 2-комнатный",1846498,,0,6,,https://tvil.ru/city/irkutsk/hotels/1845315/
1845315,"Апартаменты ""Уютные"" :  Квартира, 5-местный (4 основных + 1 доп), 2-комнатный",1846502,,0,5,,https://tvil.ru/city/irkutsk/hotels/1845315/
1845315,"Апартаменты ""Вдохновение"" ,  :  Квартира, 6-местный",1846504,,0,6,,https://tvil.ru/city/irkutsk/hotels/1845315/
1845315,"Апартаменты ""Весна"" :  Квартира, 6-местный (4 основных + 2 доп), 2-комнатный",1846507,1,0,6,4400,https://tvil.ru/city/irkutsk/hotels/1845315/
1889753,"Эконом со своим сан узлом:  Номер, Эконом, 4-местный, 1-комнатный",1889755,1,0,4,3600,https://tvil.ru/city/irkutsk/hotels/1889753/
1889753,"эконом с общим сан узлом:  Номер, Эконом, 4-местный, 1-комнатный",1889760,1,0,4,3200,https://tvil.ru/city/irkutsk/hotels/1889753/
1782205,"Семейный :  Номер, Стандарт, 4-местный, 1-комнатный",1782209,,0,4,,https://tvil.ru/city/irkutsk/hotels/1782205/
1782205,"Семейный с большой кроватью :  Номер, Стандарт, 5-местный (4 основных + 1 доп), 1-комнатный",1822075,1,0,5,6000,https://tvil.ru/city/irkutsk/hotels/1782205/
1009170,"Одноместный комфорт:  Квартира, 1-местный, 1-комнатный",1009172,,0,1,,https://tvil.ru/city/irkutsk/hotels/1009170/
1009170,"Семейный комфорт 2+1:  Квартира, 3-местный, 1-комнатный",1009175,2,3,3,4200,https://tvil.ru/city/irkutsk/hotels/1009170/
1009170,"Семейный Комфорт 2+2:  Квартира, 4-местный, 1-комнатный",1009182,2,5,4,4200,https://tvil.ru/city/irkutsk/hotels/1009170/
1009170,"Семейный комфорт с диваном:  Квартира, 4-местный, 1-комнатный",1418839,1,0,4,4200,https://tvil.ru/city/irkutsk/hotels/1009170/
1009170,"Стандарт трехместный:  Номер, Стандарт, 3-местный, 1-комнатный",1418843,1,0,3,3000,https://tvil.ru/city/irkutsk/hotels/1009170/
1009170,"Стандарт четырехместный:  Номер, Стандарт, 4-местный, 1-комнатный",1418848,2,12,4,3000,https://tvil.ru/city/irkutsk/hotels/1009170/
1009170,"Семейный комфорт 2+1+1:  Квартира, 4-местный, 1-комнатный",1418864,2,2,4,4200,https://tvil.ru/city/irkutsk/hotels/1009170/
1009170,"Стандарт двухместный:  Номер, Стандарт, 2-местный",1945501,2,2,2,3000,https://tvil.ru/city/irkutsk/hotels/1009170/
1009170,"Семиместный стандарт:  Номер, Стандарт, 7-местный",2005843,1,0,7,6000,https://tvil.ru/city/irkutsk/hotels/1009170/
1490581,"Одноместный номер:  Номер, Эконом, 1-местный, 1-комнатный",1508160,1,0,1,2500,https://tvil.ru/city/irkutsk/hotels/1490581/
1490581,"Одноместный номер с балконом:  Номер, Эконом, 1-местный, 1-комнатный",1508164,1,0,1,2700,https://tvil.ru/city/irkutsk/hotels/1490581/
1490581,"Двухместный номер:  Номер, Эконом, 2-местный, 1-комнатный",1508166,2,11,2,3000,https://tvil.ru/city/irkutsk/hotels/1490581/
1490581,"Двуспальный номер с балконом:  Номер, Эконом, 2-местный, 1-комнатный",1508172,1,0,2,3200,https://tvil.ru/city/irkutsk/hotels/1490581/
1490581,"Двуспальный номер повышенной комфортности:  Номер, Стандарт, 2-местный, 1-комнатный",1508180,2,2,2,3500,https://tvil.ru/city/irkutsk/hotels/1490581/
1490581,"Двуспальный номер:  Номер, Эконом, 2-местный, 1-комнатный",1508386,1,0,2,3000,https://tvil.ru/city/irkutsk/hotels/1490581/
1462849,"Номер первой категории Стандарт Одноместный:  Номер, Стандарт, 1-местный, 1-комнатный",1462854,,0,1,,https://tvil.ru/city/irkutsk/hotels/1462849/
1462849,"Номер первой категории Стандарт Улучшенный Одноместный:  Номер, Стандарт, 2-местный (1 основной + 1 доп), 1-комнатный",1474551,,0,2,,https://tvil.ru/city/irkutsk/hotels/1462849/
1462849,"Номер первой категории  2х местный Стандарт:  Номер, Стандарт, 2-местный, 1-комнатный",1474574,1,0,2,8400,https://tvil.ru/city/irkutsk/hotels/1462849/
1462849,"Номер первой категории Стандарт:  Номер, Стандарт, 2-местный, 1-комнатный",1474576,2,3,2,8400,https://tvil.ru/city/irkutsk/hotels/1462849/
1462849,"Номер первой категории Семейный Улучшенный:  Номер, Семейный, 4-местный (2 основных + 2 доп), 1-комнатный",1474579,1,0,4,9400,https://tvil.ru/city/irkutsk/hotels/1462849/
1462849,"Номер первой категории Стандарт Улучшенный:  Номер, Стандарт, 4-местный (2 основных + 2 доп), 1-комнатный",1474586,,0,4,,https://tvil.ru/city/irkutsk/hotels/1462849/
1462849,"Номер первой категории Стандарт- улучшенный с двуспальной кроватью:  Номер, Стандарт, 4-местный (2 основных + 2 доп), 1-комнатный",1474588,2,4,4,9400,https://tvil.ru/city/irkutsk/hotels/1462849/
1462849,"Джуниор Сюит Семейный 1 комнатный:  Номер, Семейный, 4-местный (2 основных + 2 доп), 1-комнатный",1848889,1,0,4,12600,https://tvil.ru/city/irkutsk/hotels/1462849/
1462849,"Джуниор Сюит Семейный 2 комнатный:  Номер, Семейный, 5-местный (3 основных + 2 доп), 2-комнатный",1848900,2,2,5,12600,https://tvil.ru/city/irkutsk/hotels/1462849/
1064267,"Токио:  Номер, Эконом, 1-местный, 1-комнатный",1064288,,0,1,,https://tvil.ru/city/irkutsk/hotels/1064267/
1064267,"Париж:  Номер, Эконом, 1-местный",1064290,1,0,1,4000,https://tvil.ru/city/irkutsk/hotels/1064267/
1064267,"Мадрид:  Номер, Стандарт, 2-местный, 1-комнатный",1064648,,0,2,,https://tvil.ru/city/irkutsk/hotels/1064267/
1064267,"Нью-Йорк:  Номер, Стандарт, 2-местный",1064729,,0,2,,https://tvil.ru/city/irkutsk/hotels/1064267/
1064267,"Барселона:  Номер, Стандарт, 2-местный",1064756,,0,2,,https://tvil.ru/city/irkutsk/hotels/1064267/
1064267,"Москва:  Номер, Стандарт, 3-местный, 1-комнатный",1064761,,0,3,,https://tvil.ru/city/irkutsk/hotels/1064267/
