tvil_hotel_id,room_name,room_id,free_rooms,all_rooms,room_capacity,price,url
1435824,"Стандартный одноместный номер:  Номер, 1-местный, 1-комнатный",1438243,0,0,1,0,https://tvil.ru/city/irkutsk/hotels/1435824/
1435824,"Двухместный стандартный номер:  Номер, Стандарт, 2-местный, 1-комнатный",1438364,0,0,2,0,https://tvil.ru/city/irkutsk/hotels/1435824/
1435824,"Одноместный номер ""Бизнес"":  Номер, 1-местный, 1-комнатный",1438456,0,0,1,0,https://tvil.ru/city/irkutsk/hotels/1435824/
1435824,"Двухместный номер ""Бизнес"" twin:  Номер, 2-местный, 1-комнатный",1438604,2,49,2,6900,https://tvil.ru/city/irkutsk/hotels/1435824/
1435824,"Двухместный номер ""Бизнес"" dbl:  Номер, 2-местный, 1-комнатный",1438660,2,42,2,6900,https://tvil.ru/city/irkutsk/hotels/1435824/
1435824,"Джуниор Сюит:  Номер, Семейный, 2-местный, 2-комнатный",1438703,2,16,2,9100,https://tvil.ru/city/irkutsk/hotels/1435824/
1435824,"Люкс:  Номер, Люкс, 2-местный, 3-комнатный",1438739,0,0,2,0,https://tvil.ru/city/irkutsk/hotels/1435824/
906031,"Стандарт одноместный:  Номер, Стандарт, 1-местный, 1-комнатный",906055,0,0,1,0,https://tvil.ru/city/irkutsk/hotels/906031/
906031,"Комфорт одноместный:  Номер, Стандарт, 1-местный, 1-комнатный",907207,0,0,1,0,https://tvil.ru/city/irkutsk/hotels/906031/
906031,"Стандарт двухместный:  Номер, Стандарт, 2-местный, 1-комнатный",907230,2,5,2,5166,https://tvil.ru/city/irkutsk/hotels/906031/
906031,"Комфорт двухместный:  Номер, 2-местный, 1-комнатный",907232,1,0,2,5658,https://tvil.ru/city/irkutsk/hotels/906031/
906031,"Полулюкс:  Номер, Полулюкс, 3-местный (2 основных + 1 доп), 1-комнатный",907248,0,0,3,0,https://tvil.ru/city/irkutsk/hotels/906031/
906031,"Полулюкс (Реновация 2025) на 4 этаже:  Номер, Полулюкс, 3-местный (2 основных + 1 доп), 1-комнатный",2023204,0,0,3,0,https://tvil.ru/city/irkutsk/hotels/906031/
1265180,"Стандартный номер:  Номер, Стандарт, 1-местный, 1-комнатный",1265276,0,0,1,0,https://tvil.ru/city/irkutsk/hotels/1265180/
1265180,"Двухместный номер :  Номер, Стандарт, 3-местный (2 основных + 1 доп), 1-комнатный",1265731,1,0,3,10000,https://tvil.ru/city/irkutsk/hotels/1265180/
1265180,"Улучшенный номер:  Номер, Стандарт, 2-местный, 1-комнатный",1265929,0,0,2,0,https://tvil.ru/city/irkutsk/hotels/1265180/
1265180,"Полулюкс:  Номер, Полулюкс, 3-местный (2 основных + 1 доп), 1-комнатный",1266058,0,0,3,0,https://tvil.ru/city/irkutsk/hotels/1265180/
1265180,"Люкс:  Номер, Люкс, 3-местный (2 основных + 1 доп), 2-комнатный",1266100,0,0,3,0,https://tvil.ru/city/irkutsk/hotels/1265180/
1265180,,1350861,0,0,,0,https://tvil.ru/city/irkutsk/hotels/1265180/
1434513,"Эконом ""Уютный берег"":  Номер, 2-местный, 1-комнатный",1434519,2,4,2,3500,https://tvil.ru/city/utulik/hotels/1434513/
1434513,"Стандарт ""Уютный берег"":  Номер, Стандарт, 2-местный, 1-комнатный",1434534,2,2,2,5500,https://tvil.ru/city/utulik/hotels/1434513/
1434513,"Семейный ""Уютный берег"":  Номер, Семейный, 5-местный, 1-комнатный",1434540,2,2,5,7000,https://tvil.ru/city/utulik/hotels/1434513/
1434513,"2х комнатный Люкс ""Уютный берег"":  Квартира, 6-местный (4 основных + 2 доп), 2-комнатный",1821721,1,0,6,11000,https://tvil.ru/city/utulik/hotels/1434513/
1434513,"Cтандартный ""Предгорье"":  Номер, Стандарт, 2-местный, 2-комнатный",1978931,2,3,2,4500,https://tvil.ru/city/utulik/hotels/1434513/
1434513,"Семейный ""Предгорье"":  Номер, Семейный, 4-местный (2 основных + 2 доп), 2-комнатный",1978936,2,5,4,6500,https://tvil.ru/city/utulik/hotels/1434513/
1434513,"Семейный плюс ""Предгорье"":  Дом, 4-местный",1978942,1,0,4,10000,https://tvil.ru/city/utulik/hotels/1434513/
1296851,"Одноместный :  Номер, Стандарт, 1-местный, 1-комнатный",1297123,0,0,1,0,https://tvil.ru/city/irkutsk/hotels/1296851/
1296851,"Двухместный:  Номер, Стандарт, 2-местный, 1-комнатный",1297175,1,0,2,4500,https://tvil.ru/city/irkutsk/hotels/1296851/
1296851,"Комфорт:  Номер, Семейный, 3-местный (2 основных + 1 доп), 2-комнатный",1297212,2,11,3,5600,https://tvil.ru/city/irkutsk/hotels/1296851/
1296851,"Делюкс:  Номер, Полулюкс, 3-местный (2 основных + 1 доп), 2-комнатный",1297274,0,0,3,0,https://tvil.ru/city/irkutsk/hotels/1296851/
1296851,"Люкс:  Номер, Люкс, 3-местный (2 основных + 1 доп)",1745231,0,0,3,0,https://tvil.ru/city/irkutsk/hotels/1296851/
1328740,"DBL Номер с одной двуспальной кроватью:  Номер, Стандарт, 2-местный, 1-комнатный",1328757,2,5,2,5000,https://tvil.ru/city/irkutsk/hotels/1328740/
1328740,"TRPL (номер с тремя односпальными кроватями):  Номер, Эконом, 1-местный, 1-комнатный",1328776,2,3,1,6000,https://tvil.ru/city/irkutsk/hotels/1328740/
1328740,"TWIN (Номер с двумя односпальными кроватями):  Номер, Стандарт, 2-местный, 1-комнатный",1328794,2,10,2,5000,https://tvil.ru/city/irkutsk/hotels/1328740/
1328740,"Семейный:  Номер, Стандарт, 3-местный, 1-комнатный",1328807,1,0,3,6000,https://tvil.ru/city/irkutsk/hotels/1328740/
1845315,"Aпартaмeнты ""Poскошная бирюза"" :  Квартира, 4-местный (2 основных + 2 доп), 2-комнатный",1845316,0,0,4,0,https://tvil.ru/city/irkutsk/hotels/1845315/
1845315,"Aпартaмeнты ""Мягкое золото"" :  Квартира, 4-местный (2 основных + 2 доп), 2-комнатный",1846448,0,0,4,0,https://tvil.ru/city/irkutsk/hotels/1845315/
1845315,"Апартаменты ""Красное вино"" :  Квартира, 4-местный (2 основных + 2 доп)",1846465,0,0,4,0,https://tvil.ru/city/irkutsk/hotels/1845315/
1845315,"Апартаменты ""Бордо"" :  Квартира, 4-местный (2 основных + 2 доп), 2-комнатный",1846496,0,0,4,0,https://tvil.ru/city/irkutsk/hotels/1845315/
1845315,"Апартаменты ""Балерина"":  Квартира, 6-местный (4 основных + 2 доп), 2-комнатный",1846498,1,0,6,4280,https://tvil.ru/city/irkutsk/hotels/1845315/
1845315,"Апартаменты ""Уютные"" :  Квартира, 5-местный (4 основных + 1 доп), 2-комнатный",1846502,0,0,5,0,https://tvil.ru/city/irkutsk/hotels/1845315/
1845315,"Апартаменты ""Вдохновение"" ,  :  Квартира, 6-местный",1846504,0,0,6,0,https://tvil.ru/city/irkutsk/hotels/1845315/
1845315,"Апартаменты ""Весна"" :  Квартира, 6-местный (4 основных + 2 доп), 2-комнатный",1846507,0,0,6,0,https://tvil.ru/city/irkutsk/hotels/1845315/
1009170,"Одноместный комфорт:  Квартира, 1-местный, 1-комнатный",1009172,1,0,1,3700,https://tvil.ru/city/irkutsk/hotels/1009170/
1009170,"Семейный комфорт 2+1:  Квартира, 3-местный, 1-комнатный",1009175,2,3,3,3700,https://tvil.ru/city/irkutsk/hotels/1009170/
1009170,"Семейный Комфорт 2+2:  Квартира, 4-местный, 1-комнатный",1009182,2,5,4,3700,https://tvil.ru/city/irkutsk/hotels/1009170/
1009170,"Семейный комфорт с диваном:  Квартира, 4-местный, 1-комнатный",1418839,0,0,4,0,https://tvil.ru/city/irkutsk/hotels/1009170/
1009170,"Стандарт трехместный:  Номер, Стандарт, 3-местный, 1-комнатный",1418843,0,0,3,0,https://tvil.ru/city/irkutsk/hotels/1009170/
1009170,"Стандарт четырехместный:  Номер, Стандарт, 4-местный, 1-комнатный",1418848,2,12,4,3000,https://tvil.ru/city/irkutsk/hotels/1009170/
1009170,"Семейный комфорт 2+1+1:  Квартира, 4-местный, 1-комнатный",1418864,2,2,4,3700,https://tvil.ru/city/irkutsk/hotels/1009170/
1009170,"Стандарт двухместный:  Номер, Стандарт, 2-местный",1945501,0,0,2,0,https://tvil.ru/city/irkutsk/hotels/1009170/
1009170,"Семиместный стандарт:  Номер, Стандарт, 7-местный",2005843,1,0,7,6400,https://tvil.ru/city/irkutsk/hotels/1009170/
1064267,"Токио:  Номер, Эконом, 1-местный, 1-комнатный",1064288,0,0,1,0,https://tvil.ru/city/irkutsk/hotels/1064267/
1064267,"Париж:  Номер, Эконом, 1-местный",1064290,0,0,1,0,https://tvil.ru/city/irkutsk/hotels/1064267/
1064267,"Мадрид:  Номер, Стандарт, 2-местный, 1-комнатный",1064648,1,0,2,4500,https://tvil.ru/city/irkutsk/hotels/1064267/
1064267,"Нью-Йорк:  Номер, Стандарт, 2-местный",1064729,0,0,2,0,https://tvil.ru/city/irkutsk/hotels/1064267/
1064267,"Барселона:  Номер, Стандарт, 2-местный",1064756,0,0,2,0,https://tvil.ru/city/irkutsk/hotels/1064267/
1064267,"Москва:  Номер, Стандарт, 3-местный, 1-комнатный",1064761,0,0,3,0,https://tvil.ru/city/irkutsk/hotels/1064267/
1000539,"1-местный номер :  Номер, Стандарт, 1-местный, 1-комнатный",1000540,0,0,1,0,https://tvil.ru/city/listvyanka/hotels/1000539/
1000539,"Стандарт Улучшенный :  Номер, Стандарт, 2-местный, 1-комнатный",1000553,2,30,2,13570,https://tvil.ru/city/listvyanka/hotels/1000539/
1000539,"2-местный с 2 раздельными кроватями:  Номер, Стандарт, 2-местный, 1-комнатный",1000584,2,16,2,11270,https://tvil.ru/city/listvyanka/hotels/1000539/
1000539,"Студия:  Номер, Сюит, 2-местный",1000601,1,0,2,17020,https://tvil.ru/city/listvyanka/hotels/1000539/
1000539,"Семейный :  Номер, 3-местный (2 основных + 1 доп)",1729517,1,0,3,24150,https://tvil.ru/city/listvyanka/hotels/1000539/
946962,"Standart Twin\Double 1K:  Номер, Стандарт, 2-местный, 1-комнатный",975098,0,0,2,0,https://tvil.ru/city/irkutsk/hotels/946962/
946962,"Standart SGL:  Номер, Стандарт, 1-местный, 1-комнатный",975109,0,0,1,0,https://tvil.ru/city/irkutsk/hotels/946962/
